person_id,age,gender,education,primary_news_source,media_trust,daily_media_min,willing_to_pay
579,19,ženski,viša/prvostupnik,društvene mreže,4,176,0
580,44,muški,srednja,radio,4,145,0
581,36,muški,srednja,društvene mreže,3,59,0
582,30,ženski,srednja,portal,4,184,0
583,53,muški,viša/prvostupnik,TV,2,337,29
584,64,ženski,osnovna,portal,6,216,0
585,22,muški,srednja,društvene mreže,8,180,16
586,35,ženski,viša/prvostupnik,društvene mreže,3,218,31
587,48,muški,srednja,društvene mreže,3,108,0
588,58,ženski,osnovna,društvene mreže,1,305,0
589,18,ženski,viša/prvostupnik,portal,4,155,0
590,54,muški,osnovna,radio,7,159,0
591,52,ženski,viša/prvostupnik,portal,7,156,0
592,61,ženski,viša/prvostupnik,radio,4,332,0
593,39,ženski,magistar/doktor,portal,5,116,63
594,30,ženski,srednja,TV,4,186,0
595,60,muški,magistar/doktor,portal,4,270,55
596,29,muški,srednja,portal,7,196,0
597,20,ženski,srednja,društvene mreže,3,185,0
598,41,ženski,srednja,radio,2,150,0
599,42,ženski,viša/prvostupnik,portal,5,10,24
600,25,muški,viša/prvostupnik,radio,6,36,0
601,53,muški,viša/prvostupnik,TV,7,173,0
602,74,muški,srednja,portal,6,262,39
603,51,ženski,srednja,radio,6,25,0
604,18,muški,osnovna,društvene mreže,3,183,0
605,18,muški,magistar/doktor,društvene mreže,5,134,0
606,68,muški,viša/prvostupnik,TV,5,135,60
607,63,ženski,osnovna,TV,5,132,0
608,46,ženski,srednja,portal,4,121,0
609,42,muški,srednja,portal,4,155,29
610,50,muški,viša/prvostupnik,tisak,2,295,25
611,53,ženski,viša/prvostupnik,društvene mreže,6,301,0
612,21,ženski,srednja,društvene mreže,1,276,0
613,33,muški,srednja,portal,4,151,0
614,34,ženski,magistar/doktor,radio,8,112,63
615,72,muški,osnovna,portal,4,271,14
616,28,ženski,magistar/doktor,portal,6,242,63
617,79,ženski,srednja,radio,5,99,0
618,34,muški,srednja,portal,7,177,28
619,19,ženski,srednja,radio,5,223,0
620,53,muški,magistar/doktor,društvene mreže,5,154,46
621,31,ženski,magistar/doktor,društvene mreže,4,247,0
622,44,ženski,viša/prvostupnik,tisak,5,197,0
623,69,ženski,osnovna,tisak,7,115,0
624,19,ženski,viša/prvostupnik,društvene mreže,3,121,0
625,38,muški,srednja,TV,5,170,31
626,41,ženski,srednja,portal,5,116,0
627,67,ženski,srednja,radio,6,250,0
628,75,ženski,srednja,TV,3,186,0
629,70,ženski,osnovna,TV,5,133,0
630,56,muški,osnovna,portal,5,102,18
631,28,muški,viša/prvostupnik,društvene mreže,5,240,0
632,43,ženski,viša/prvostupnik,TV,3,55,29
633,41,muški,srednja,društvene mreže,1,185,0
634,39,ženski,srednja,portal,5,169,0
635,49,ženski,srednja,tisak,7,41,0
636,64,ženski,viša/prvostupnik,TV,6,286,0
637,74,muški,srednja,radio,6,153,0
638,43,ženski,viša/prvostupnik,društvene mreže,3,138,0
639,34,ženski,viša/prvostupnik,društvene mreže,3,181,53
640,53,ženski,viša/prvostupnik,tisak,5,182,38
641,19,ženski,viša/prvostupnik,portal,7,257,0
642,29,ženski,srednja,tisak,1,256,0
643,78,ženski,osnovna,društvene mreže,4,131,0
644,32,ženski,magistar/doktor,društvene mreže,5,113,54
645,21,muški,srednja,društvene mreže,1,193,10
646,29,ženski,srednja,društvene mreže,1,123,0
647,24,muški,viša/prvostupnik,društvene mreže,2,192,19
648,48,muški,srednja,društvene mreže,2,162,10
649,76,muški,srednja,TV,7,248,27
650,42,muški,viša/prvostupnik,društvene mreže,4,143,0
651,54,muški,osnovna,tisak,6,207,0
652,54,ženski,srednja,TV,4,281,0
653,71,muški,srednja,tisak,7,206,0
654,42,muški,osnovna,portal,3,134,50
655,52,ženski,viša/prvostupnik,radio,4,245,0
656,39,ženski,magistar/doktor,radio,7,197,21
657,50,ženski,magistar/doktor,radio,9,216,0
658,55,ženski,osnovna,portal,7,168,0
659,33,ženski,srednja,tisak,5,85,0
660,54,ženski,viša/prvostupnik,TV,3,159,0
661,59,ženski,srednja,TV,6,163,0
662,26,muški,srednja,društvene mreže,1,177,0
663,42,ženski,magistar/doktor,društvene mreže,6,113,0
664,25,ženski,magistar/doktor,društvene mreže,3,206,0
665,56,muški,osnovna,TV,3,253,0
666,40,ženski,srednja,portal,3,159,48
667,72,muški,srednja,portal,3,281,0
668,78,ženski,osnovna,TV,6,284,21
669,28,muški,viša/prvostupnik,društvene mreže,5,187,73
670,42,ženski,srednja,portal,5,191,0
671,19,muški,srednja,portal,7,246,15
672,35,ženski,osnovna,radio,7,172,0
673,21,muški,srednja,radio,5,279,0
674,44,muški,srednja,društvene mreže,3,100,18
675,54,ženski,osnovna,portal,5,128,0
676,32,muški,magistar/doktor,TV,6,125,0
677,40,ženski,viša/prvostupnik,društvene mreže,5,174,0
678,30,ženski,srednja,društvene mreže,3,145,0
679,18,muški,viša/prvostupnik,portal,2,329,17
680,35,muški,viša/prvostupnik,društvene mreže,4,151,80
681,50,ženski,viša/prvostupnik,TV,9,267,0
682,65,muški,srednja,tisak,3,140,0
683,19,muški,viša/prvostupnik,portal,4,48,0
684,41,ženski,srednja,portal,5,120,0
685,60,ženski,osnovna,TV,4,260,28
686,36,ženski,srednja,društvene mreže,4,127,0
687,42,muški,srednja,portal,8,146,0
688,62,ženski,srednja,portal,4,197,0
689,30,muški,magistar/doktor,radio,5,161,0
690,34,muški,viša/prvostupnik,portal,6,200,20
691,70,muški,magistar/doktor,TV,8,294,0
692,33,ženski,magistar/doktor,društvene mreže,7,187,0
693,56,muški,srednja,portal,8,231,0
694,41,muški,magistar/doktor,društvene mreže,3,174,0
695,62,ženski,viša/prvostupnik,TV,3,62,76
696,35,muški,magistar/doktor,portal,7,175,57
697,58,muški,srednja,društvene mreže,3,172,0
698,53,muški,magistar/doktor,portal,6,227,55
699,24,muški,viša/prvostupnik,društvene mreže,5,110,0
700,23,muški,srednja,tisak,5,127,0
701,23,ženski,srednja,TV,3,140,0
702,20,muški,srednja,tisak,5,150,0
703,57,muški,viša/prvostupnik,društvene mreže,4,249,60
704,47,muški,srednja,tisak,4,163,27
705,32,ženski,magistar/doktor,portal,5,194,0
706,26,ženski,viša/prvostupnik,društvene mreže,4,54,63
707,43,muški,magistar/doktor,društvene mreže,4,171,0
708,24,ženski,viša/prvostupnik,društvene mreže,5,235,47
709,69,ženski,viša/prvostupnik,radio,6,237,57
710,26,muški,magistar/doktor,društvene mreže,5,88,37
711,56,muški,srednja,portal,5,209,10
712,42,ženski,magistar/doktor,portal,9,136,0
713,18,muški,srednja,TV,4,263,12
714,27,ženski,magistar/doktor,društvene mreže,6,158,41
715,44,muški,magistar/doktor,portal,5,136,33
716,36,ženski,srednja,portal,6,74,13
717,30,ženski,magistar/doktor,društvene mreže,4,122,0
718,55,muški,srednja,tisak,1,250,39
719,42,muški,osnovna,društvene mreže,1,140,0
720,30,ženski,magistar/doktor,portal,4,125,0
721,40,muški,srednja,radio,6,159,0
722,32,muški,magistar/doktor,TV,8,177,0
723,41,muški,viša/prvostupnik,portal,6,50,0
724,45,muški,osnovna,portal,6,156,0
725,76,ženski,magistar/doktor,TV,5,119,52
726,30,muški,viša/prvostupnik,TV,5,101,0
727,53,ženski,srednja,portal,3,153,0
728,48,muški,osnovna,radio,5,136,0
729,79,ženski,srednja,TV,3,240,0
730,68,muški,osnovna,društvene mreže,3,134,0
731,41,ženski,osnovna,portal,4,183,0
732,19,muški,srednja,portal,2,99,0
733,80,ženski,srednja,TV,7,146,0
734,54,ženski,magistar/doktor,TV,6,169,58
735,22,ženski,srednja,radio,4,207,0
736,25,muški,magistar/doktor,društvene mreže,4,180,31
737,19,ženski,viša/prvostupnik,društvene mreže,4,193,0
738,63,muški,viša/prvostupnik,radio,7,287,0
739,38,ženski,viša/prvostupnik,TV,7,172,40
740,31,ženski,magistar/doktor,portal,5,96,0
741,34,ženski,osnovna,društvene mreže,5,246,0
742,74,ženski,osnovna,društvene mreže,3,153,0
743,20,ženski,viša/prvostupnik,portal,1,276,0
744,55,ženski,srednja,radio,5,274,33
745,55,ženski,srednja,tisak,5,213,31
746,35,ženski,srednja,portal,5,263,0
747,20,ženski,viša/prvostupnik,društvene mreže,1,201,0
748,52,muški,srednja,portal,4,93,17
749,19,ženski,srednja,tisak,3,191,0
750,56,ženski,srednja,TV,7,123,0
751,38,muški,viša/prvostupnik,društvene mreže,4,101,37
752,38,ženski,magistar/doktor,TV,6,225,55
753,54,ženski,magistar/doktor,tisak,2,195,0
754,52,ženski,osnovna,TV,5,214,0
755,79,muški,magistar/doktor,TV,9,199,48
756,41,ženski,viša/prvostupnik,radio,7,156,0
757,63,muški,osnovna,portal,3,215,0
758,45,ženski,viša/prvostupnik,portal,7,120,0
759,24,muški,srednja,portal,3,135,0
760,72,muški,viša/prvostupnik,TV,4,86,0
761,31,ženski,srednja,društvene mreže,3,111,0
762,33,ženski,magistar/doktor,TV,4,195,0
763,18,ženski,osnovna,portal,4,299,48
764,29,ženski,srednja,društvene mreže,4,199,29
765,54,muški,magistar/doktor,portal,7,175,25
766,53,ženski,osnovna,TV,4,210,0
767,29,muški,srednja,društvene mreže,5,227,0
768,68,muški,osnovna,TV,10,160,0
769,24,ženski,srednja,društvene mreže,5,216,0
770,18,ženski,srednja,portal,4,179,10
771,36,ženski,magistar/doktor,društvene mreže,4,229,0
772,58,muški,srednja,društvene mreže,7,203,0
773,19,muški,viša/prvostupnik,portal,4,246,22
774,51,muški,osnovna,portal,6,246,45
775,31,ženski,viša/prvostupnik,društvene mreže,3,86,0
776,58,muški,srednja,TV,6,185,0
777,64,muški,srednja,portal,5,122,23
778,27,muški,osnovna,društvene mreže,3,104,0
779,46,muški,osnovna,TV,9,172,0
780,40,ženski,magistar/doktor,društvene mreže,3,219,0
781,36,muški,srednja,portal,4,42,0
782,51,ženski,srednja,TV,7,271,0
783,67,muški,srednja,portal,6,175,0
784,34,ženski,magistar/doktor,društvene mreže,3,126,0
785,47,ženski,srednja,radio,4,129,0
786,21,muški,viša/prvostupnik,TV,1,114,14
787,57,muški,srednja,društvene mreže,2,138,33
788,34,ženski,srednja,TV,7,122,26
789,35,muški,magistar/doktor,portal,7,135,0
790,28,muški,viša/prvostupnik,portal,4,246,0
791,38,ženski,magistar/doktor,portal,4,86,0
792,45,ženski,srednja,TV,7,122,0
793,58,muški,viša/prvostupnik,TV,7,198,61
794,47,ženski,srednja,portal,4,96,29
795,44,ženski,viša/prvostupnik,društvene mreže,4,265,70
796,36,ženski,viša/prvostupnik,portal,4,160,0
797,48,ženski,viša/prvostupnik,radio,6,198,0
798,47,muški,magistar/doktor,portal,2,139,0
799,47,ženski,viša/prvostupnik,portal,7,112,54
800,55,muški,magistar/doktor,TV,5,301,51
801,54,muški,srednja,tisak,6,283,14
802,52,muški,osnovna,društvene mreže,3,200,0
803,27,muški,magistar/doktor,tisak,7,147,0
804,37,ženski,viša/prvostupnik,portal,5,41,46
805,39,ženski,viša/prvostupnik,TV,3,40,0
806,36,ženski,srednja,portal,5,151,0
807,56,ženski,magistar/doktor,TV,2,193,0
808,59,ženski,osnovna,TV,3,97,0
809,59,muški,viša/prvostupnik,tisak,7,79,0
810,31,ženski,viša/prvostupnik,portal,6,191,0
811,46,ženski,viša/prvostupnik,tisak,5,113,0
812,32,muški,magistar/doktor,društvene mreže,3,138,31
813,34,ženski,viša/prvostupnik,portal,3,109,58
814,26,muški,srednja,društvene mreže,2,260,0
815,55,ženski,osnovna,portal,10,118,0
816,36,muški,magistar/doktor,portal,4,87,72
817,21,muški,viša/prvostupnik,tisak,7,186,0
818,21,muški,osnovna,društvene mreže,4,229,0
819,18,muški,srednja,društvene mreže,6,133,0
820,46,ženski,srednja,radio,6,118,0
821,73,ženski,viša/prvostupnik,TV,8,232,0
822,49,muški,magistar/doktor,TV,6,97,0
823,31,ženski,magistar/doktor,društvene mreže,3,203,0
824,51,ženski,srednja,TV,5,202,0
825,53,ženski,viša/prvostupnik,radio,3,195,0
826,59,ženski,magistar/doktor,portal,4,241,75
827,29,ženski,viša/prvostupnik,radio,5,280,0
828,55,muški,srednja,društvene mreže,4,214,0
829,25,muški,viša/prvostupnik,društvene mreže,3,238,0
830,39,muški,viša/prvostupnik,TV,4,237,0
831,36,muški,srednja,portal,9,112,0
832,36,ženski,viša/prvostupnik,portal,10,124,26
833,80,ženski,osnovna,radio,7,210,0
834,29,muški,srednja,portal,3,133,17
835,55,muški,viša/prvostupnik,TV,5,142,0
836,39,muški,osnovna,tisak,5,111,0
837,48,muški,srednja,TV,7,97,0
838,58,muški,magistar/doktor,tisak,5,320,0
839,39,ženski,viša/prvostupnik,društvene mreže,3,175,22
840,47,ženski,srednja,portal,2,124,38
841,20,ženski,srednja,portal,5,143,0
842,49,ženski,srednja,društvene mreže,5,53,0
843,58,ženski,srednja,radio,7,233,0
844,50,muški,viša/prvostupnik,tisak,6,171,0
845,40,ženski,srednja,portal,5,55,0
846,22,muški,viša/prvostupnik,portal,5,192,0
847,34,ženski,viša/prvostupnik,portal,5,152,80
848,45,ženski,srednja,društvene mreže,5,82,0
849,26,muški,srednja,tisak,5,252,0
850,65,muški,viša/prvostupnik,portal,4,72,0
851,41,ženski,srednja,TV,5,91,0
852,48,muški,viša/prvostupnik,portal,2,145,26
853,76,muški,srednja,TV,9,185,0
854,63,muški,srednja,portal,8,228,0
855,60,muški,srednja,TV,7,241,0
856,58,ženski,osnovna,portal,2,299,17
857,21,ženski,srednja,društvene mreže,4,113,0
858,43,muški,magistar/doktor,radio,6,166,0
859,78,ženski,srednja,TV,7,144,0
860,71,muški,viša/prvostupnik,portal,9,303,78
861,41,ženski,srednja,portal,4,107,0
862,36,ženski,viša/prvostupnik,TV,5,207,78
863,62,muški,osnovna,TV,6,228,0
864,57,muški,viša/prvostupnik,TV,4,96,37
865,51,ženski,srednja,TV,4,236,0
866,21,ženski,srednja,društvene mreže,7,131,0
867,37,muški,viša/prvostupnik,portal,6,165,63
868,36,ženski,viša/prvostupnik,društvene mreže,2,241,41
869,18,ženski,srednja,društvene mreže,1,103,0
870,39,ženski,srednja,portal,4,219,0
871,27,ženski,viša/prvostupnik,portal,5,152,0
872,32,ženski,srednja,TV,5,137,34
873,30,muški,srednja,TV,10,89,0
874,62,ženski,srednja,radio,6,68,0
875,59,ženski,magistar/doktor,TV,4,260,0
876,78,ženski,srednja,TV,4,186,39
877,44,ženski,srednja,tisak,7,254,0
878,41,ženski,srednja,društvene mreže,3,68,0
879,51,ženski,srednja,društvene mreže,5,290,0
880,51,muški,magistar/doktor,TV,4,312,54
881,18,muški,srednja,društvene mreže,2,153,12
882,47,muški,srednja,portal,7,213,0
883,33,ženski,viša/prvostupnik,društvene mreže,2,184,34
884,31,ženski,magistar/doktor,portal,7,174,42
885,22,muški,viša/prvostupnik,tisak,3,154,0
886,35,ženski,osnovna,TV,4,100,49
887,19,muški,srednja,portal,4,203,0
888,19,muški,viša/prvostupnik,portal,5,267,0
889,70,muški,srednja,TV,4,336,0
890,63,ženski,srednja,tisak,3,174,11
891,36,muški,srednja,društvene mreže,3,35,0
892,40,ženski,viša/prvostupnik,portal,6,163,0
893,35,ženski,viša/prvostupnik,društvene mreže,7,186,0
894,35,ženski,viša/prvostupnik,društvene mreže,2,165,54
895,51,ženski,viša/prvostupnik,društvene mreže,6,311,73
896,54,muški,srednja,portal,4,173,0
897,23,ženski,viša/prvostupnik,tisak,7,191,0
898,20,muški,srednja,društvene mreže,2,130,16
899,18,ženski,srednja,portal,2,185,0
900,19,ženski,viša/prvostupnik,društvene mreže,3,177,0
901,20,muški,viša/prvostupnik,društvene mreže,1,179,26
902,53,muški,magistar/doktor,društvene mreže,7,205,0
903,52,ženski,magistar/doktor,TV,6,265,0
904,73,ženski,srednja,radio,7,256,0
905,21,ženski,viša/prvostupnik,portal,5,130,0
906,18,muški,srednja,društvene mreže,4,168,0
907,28,ženski,srednja,portal,7,279,0
908,43,muški,viša/prvostupnik,portal,5,199,0
909,63,muški,srednja,portal,4,375,0
910,50,ženski,viša/prvostupnik,portal,5,123,0
911,19,muški,osnovna,društvene mreže,1,231,0
912,22,muški,srednja,društvene mreže,1,47,0
913,57,ženski,viša/prvostupnik,radio,8,220,37
914,58,muški,srednja,TV,3,217,0
915,23,muški,srednja,portal,6,221,0
916,29,ženski,srednja,društvene mreže,3,195,0
917,27,ženski,viša/prvostupnik,portal,5,188,0
918,62,muški,viša/prvostupnik,TV,8,148,0
919,75,ženski,viša/prvostupnik,radio,7,277,0
920,56,ženski,srednja,društvene mreže,1,172,0
921,32,muški,viša/prvostupnik,portal,5,70,49
922,41,muški,srednja,portal,6,43,39
923,28,muški,srednja,portal,8,196,0
924,47,ženski,viša/prvostupnik,radio,9,152,32
925,38,ženski,srednja,tisak,9,92,0
926,55,ženski,srednja,TV,1,195,0
927,50,muški,srednja,tisak,2,241,0
928,34,ženski,viša/prvostupnik,društvene mreže,4,173,0
929,62,ženski,viša/prvostupnik,TV,4,273,67
930,41,ženski,magistar/doktor,radio,7,178,34
931,26,muški,viša/prvostupnik,TV,5,225,0
932,62,ženski,srednja,TV,4,194,0
933,39,ženski,viša/prvostupnik,radio,6,100,69
934,57,muški,osnovna,TV,4,240,0
935,38,ženski,magistar/doktor,društvene mreže,1,61,21
936,22,ženski,magistar/doktor,društvene mreže,2,215,0
937,77,ženski,srednja,radio,5,240,0
938,32,muški,viša/prvostupnik,radio,5,84,0
939,31,ženski,magistar/doktor,portal,4,201,0
940,22,ženski,srednja,tisak,8,319,0
941,33,ženski,srednja,društvene mreže,4,179,0
942,53,muški,osnovna,društvene mreže,4,153,45
943,48,ženski,osnovna,TV,9,146,18
944,42,muški,osnovna,portal,4,130,0
945,60,ženski,srednja,TV,6,189,0
946,47,muški,srednja,društvene mreže,2,159,0
947,43,muški,srednja,portal,6,89,48
948,41,muški,srednja,tisak,8,169,0
949,20,ženski,srednja,TV,4,113,0
950,55,ženski,osnovna,portal,6,325,0
951,49,ženski,srednja,TV,3,168,0
952,49,muški,viša/prvostupnik,portal,9,164,0
953,40,ženski,srednja,TV,8,134,0
954,36,muški,viša/prvostupnik,društvene mreže,2,142,53
955,20,ženski,srednja,društvene mreže,6,131,0
956,46,muški,viša/prvostupnik,portal,5,136,0
957,24,ženski,magistar/doktor,društvene mreže,4,166,0
958,25,muški,srednja,portal,7,208,0
959,79,ženski,magistar/doktor,TV,4,242,79
960,18,ženski,srednja,društvene mreže,4,183,48
961,27,muški,magistar/doktor,društvene mreže,3,225,80
962,69,muški,srednja,tisak,5,214,18
963,31,ženski,magistar/doktor,TV,6,153,0
964,39,ženski,srednja,društvene mreže,4,226,32
965,36,ženski,srednja,portal,6,182,0
966,54,muški,magistar/doktor,TV,2,332,0
967,35,muški,srednja,TV,4,137,27
968,60,ženski,viša/prvostupnik,TV,3,200,35
969,37,ženski,srednja,portal,8,282,0
970,56,muški,osnovna,TV,5,217,0
971,23,ženski,osnovna,portal,7,248,0
972,33,muški,srednja,društvene mreže,4,163,19
973,57,ženski,srednja,tisak,2,282,0
974,42,muški,viša/prvostupnik,portal,9,190,0
975,33,muški,srednja,TV,4,254,35
976,38,muški,viša/prvostupnik,tisak,6,202,62
977,73,muški,viša/prvostupnik,TV,6,311,77
978,38,muški,srednja,portal,7,47,0
979,20,muški,srednja,TV,6,41,0
980,19,ženski,magistar/doktor,radio,4,118,0
981,53,muški,viša/prvostupnik,portal,5,263,0
982,36,muški,magistar/doktor,TV,4,76,78
983,54,muški,srednja,društvene mreže,1,131,21
984,70,muški,osnovna,TV,9,152,48
985,35,muški,viša/prvostupnik,TV,5,183,33
986,51,muški,srednja,radio,3,253,0
987,46,muški,srednja,tisak,5,174,0
988,61,muški,srednja,portal,3,311,17
989,50,ženski,srednja,društvene mreže,2,110,0
990,61,muški,srednja,radio,8,264,0
991,38,muški,magistar/doktor,društvene mreže,3,149,0
992,77,ženski,magistar/doktor,TV,7,154,0
993,43,muški,magistar/doktor,društvene mreže,1,167,72
994,66,muški,osnovna,tisak,5,192,0
995,70,ženski,srednja,portal,9,170,0
996,53,ženski,srednja,portal,6,198,0
997,43,muški,viša/prvostupnik,portal,2,131,30
998,43,ženski,viša/prvostupnik,društvene mreže,3,180,32
999,24,muški,srednja,društvene mreže,2,197,0
1000,45,ženski,srednja,portal,7,100,0
1001,24,ženski,srednja,društvene mreže,3,227,0
1002,39,muški,srednja,portal,3,124,0
1003,69,muški,osnovna,radio,7,242,0
1004,44,muški,srednja,portal,7,211,0
1005,31,muški,srednja,društvene mreže,4,131,0
1006,44,muški,srednja,društvene mreže,5,53,0
1007,64,muški,osnovna,radio,7,162,0
1008,20,muški,viša/prvostupnik,društvene mreže,1,227,0
1009,37,muški,magistar/doktor,portal,6,169,69
1010,23,muški,srednja,radio,6,215,0
1011,40,ženski,srednja,portal,9,193,0
1012,47,ženski,viša/prvostupnik,TV,8,284,32
1013,27,muški,srednja,tisak,5,72,0
1014,35,muški,osnovna,portal,5,109,0
1015,30,muški,srednja,radio,4,180,0
1016,62,ženski,srednja,TV,6,10,0
1017,74,muški,srednja,radio,7,157,10
1018,58,muški,viša/prvostupnik,portal,2,105,0
1019,26,muški,viša/prvostupnik,tisak,6,330,50
1020,43,ženski,srednja,društvene mreže,6,206,39
1021,23,ženski,srednja,portal,4,168,35
1022,19,ženski,srednja,portal,5,140,0
1023,46,ženski,srednja,radio,6,206,0
1024,60,muški,srednja,TV,2,210,0
1025,18,muški,srednja,radio,4,196,0
1026,52,muški,osnovna,TV,6,227,0
1027,41,muški,magistar/doktor,društvene mreže,5,126,0
1028,36,ženski,srednja,portal,4,101,0
1029,51,ženski,srednja,društvene mreže,4,195,31
1030,52,ženski,srednja,portal,3,306,14
